X00,X01,X02,X03,X04,X05,X06,X07,X08,X09,X10,X11,Target
28.22,64.82,6.82,5.522,0.086,919.0,0.41,0.0,-0.2,38.0,81.0,30.887,32.246
28.24,64.84,5.925,4.984,0.032,487.0,-0.43,0.0,0.1,43.8,81.0,26.398,32.363
28.27,65.0,7.587,5.094,0.116,881.0,-0.39,0.0,-0.1,10.0,81.0,29.48,32.376
28.24,64.48,6.774,5.076,0.092,2682.0,-0.44,0.0,-0.1,27.2,98.0,25.058,32.564
28.26,64.98,6.157,5.478,0.082,969.0,-0.43,0.0,0.1,16.8,81.0,30.753,32.211
28.35,65.09,7.906,5.591,0.101,555.0,0.13,0.0,0.4,52.8,-23.36,34.84,32.513
28.33,64.85,6.305,5.868,0.037,841.0,-0.19,0.0,-0.2,25.4,81.0,23.187,32.31
28.23,64.76,7.446,5.645,-0.041,304.0,-0.4,0.0,-0.1,10.0,81.0,33.283,32.401
28.23,65.12,6.351,5.3,0.041,1179.0,-0.44,0.0,-0.2,31.8,81.0,29.547,32.228
28.29,65.09,6.117,5.314,0.11,592.0,-0.39,0.0,-0.1,10.0,81.0,29.346,32.387
28.21,65.0,7.472,5.255,0.035,1248.0,-0.19,0.0,-0.1,13.8,81.0,29.346,32.295
28.29,64.91,6.578,5.354,0.062,2665.0,0.0,0.0,0.0,18.0,81.0,29.949,32.378
28.26,64.63,6.133,5.442,0.048,707.0,-0.48,0.0,0.1,11.2,98.0,39.463,32.467
28.3,64.97,7.624,5.57,-0.054,2666.0,-0.4,0.0,-0.3,44.6,81.0,37.895,32.533
28.12,64.86,6.96,5.372,0.078,1104.0,-0.19,0.0,0.1,52.2,98.0,37.989,32.368
28.19,64.79,7.087,5.056,0.033,2205.0,0.41,0.0,0.0,41.4,98.0,26.063,32.438
28.22,64.84,7.735,5.224,0.089,2423.0,-0.44,0.0,-0.2,48.4,81.0,31.647,32.269
28.41,64.72,6.408,5.258,-0.003,667.0,-0.04,0.0,-0.2,52.8,81.0,29.182,32.467
28.24,65.08,8.064,5.322,0.079,687.0,0.41,0.0,-0.1,13.6,-81.36,30.954,32.441
28.27,64.78,7.086,5.342,0.173,1470.0,-0.11,0.0,-0.2,43.0,-81.36,29.748,32.387
28.31,64.5,6.968,5.377,0.003,990.0,-0.48,0.0,0.5,10.0,81.0,29.145,32.394
28.31,64.81,8.463,5.589,0.088,1806.0,-0.41,0.0,-0.1,10.0,98.0,25.625,32.476
28.29,65.01,6.521,5.326,-0.026,583.0,-0.35,0.0,-0.1,58.2,81.0,29.681,32.36
28.24,65.04,6.822,5.326,0.012,1396.0,0.19,0.0,-0.1,10.0,81.0,29.681,32.368
28.32,65.15,6.375,5.345,0.095,1593.0,-0.15,0.0,0.0,33.8,81.0,29.882,32.35
28.26,64.88,7.877,5.197,0.093,2006.0,-0.35,0.0,-0.2,35.8,98.0,31.783,32.514
28.17,64.96,7.642,5.484,0.117,820.0,-0.07,0.0,-0.1,20.4,98.0,31.088,32.439
28.22,64.97,8.651,5.223,0.026,687.0,-0.48,0.0,0.0,36.8,98.0,27.403,32.487
28.25,64.67,6.516,5.69,0.037,1031.0,0.0,0.0,0.1,48.0,98.0,33.487,32.362
28.35,64.56,6.285,5.11,0.082,2010.0,0.16,0.0,-0.2,31.6,98.0,24.924,32.501
28.18,64.74,7.888,5.236,0.057,1931.0,-0.35,0.0,-0.2,59.4,81.0,31.919,32.223
28.28,64.71,8.134,5.681,0.132,671.0,-0.4,0.0,-0.3,34.6,81.0,38.86,32.358
28.24,64.7,7.778,5.417,0.088,1563.0,0.2,0.0,0.0,72.8,98.0,26.465,32.562
28.22,64.89,8.437,5.608,0.054,2401.0,0.45,0.0,-0.1,48.6,81.0,37.963,32.321
28.21,64.73,8.005,5.625,0.005,676.0,0.19,0.0,0.1,10.0,98.0,38.86,32.264
28.29,65.12,7.706,5.41,0.07,269.0,-0.35,0.0,-0.1,31.0,81.0,34.907,32.204
28.24,64.84,7.252,5.301,0.039,785.0,-0.35,0.0,0.1,55.0,81.0,20.569,32.356
28.28,65.07,6.44,5.366,0.009,861.0,0.11,0.0,-0.1,10.0,98.0,29.748,32.466
28.26,64.78,6.861,5.227,0.095,2083.0,0.2,0.0,0.2,66.6,81.0,31.783,32.45
28.22,64.79,6.648,5.537,0.078,891.0,0.16,0.0,-0.1,12.0,81.0,27.939,32.347
28.33,64.79,6.163,5.583,0.029,1565.0,-0.19,0.0,-0.2,44.8,98.0,35.242,32.505
28.25,64.94,7.448,5.203,0.089,810.0,0.0,0.0,-0.1,16.8,81.0,24.12,32.265
28.3,65.12,6.623,5.382,0.022,1126.0,-0.35,0.0,0.2,29.4,98.0,29.614,32.439
28.24,65.09,6.545,5.298,0.071,1310.0,0.13,0.0,0.2,59.6,81.0,29.614,32.383
28.26,64.74,7.027,5.345,0.104,1736.0,-0.19,0.0,0.1,50.4,81.0,29.046,32.107
28.24,64.7,5.986,5.72,0.12,856.0,-0.11,0.0,-0.1,10.0,81.0,33.419,32.275
28.25,64.89,6.346,4.768,0.038,894.0,-0.015,0.0,-0.1,10.0,98.0,37.855,32.418
28.22,64.99,6.877,5.437,0.034,1168.0,-0.43,0.0,-0.3,50.6,81.0,31.088,32.37
28.29,64.66,6.106,5.112,0.056,2315.0,-0.43,0.0,-0.1,60.6,-81.36,24.589,32.472
28.36,64.78,7.097,5.367,0.132,1752.0,-0.11,0.0,-0.2,67.8,98.0,30.217,32.538
28.26,64.9,7.662,5.458,0.056,1149.0,-0.48,0.0,-0.1,29.6,98.0,26.264,32.522
28.28,64.86,7.311,5.251,0.053,467.0,-0.43,0.0,0.1,69.2,81.0,272.55,32.324
28.26,64.97,8.371,5.218,0.148,578.0,-0.44,0.0,0.1,35.6,-81.36,27.403,32.519
28.26,64.71,6.943,5.518,0.139,1440.0,-0.11,0.0,-0.2,53.0,81.0,274.62,32.403
28.23,64.69,8.232,5.311,0.061,755.0,0.19,0.0,0.1,21.2,-81.36,29.182,32.276
28.27,64.98,8.257,5.568,0.178,908.0,-0.48,0.0,-0.3,10.0,98.0,37.759,32.486
28.27,64.87,8.317,5.214,0.13,739.0,-0.36,0.0,-0.2,25.8,81.0,27.47,32.389
28.26,64.76,7.05,4.965,0.094,2159.0,-0.4,0.0,-0.2,69.4,-22.36,26.063,32.307
28.26,65.15,6.845,5.213,0.094,1489.0,-0.4,0.0,-0.1,55.2,-81.36,29.547,32.43
28.18,64.91,7.112,5.424,0.043,1233.0,-0.07,0.0,-0.1,31.2,-81.36,37.855,32.405
28.25,64.81,6.977,5.009,0.112,2129.0,-0.4,0.0,-0.1,33.2,81.0,25.862,32.38
28.32,64.69,7.591,5.451,0.069,638.0,-0.11,0.0,-0.1,23.2,-81.36,29.182,32.364
28.29,64.77,6.966,5.021,0.053,2247.0,0.16,0.0,0.1,21.6,81.0,25.929,32.401
28.29,64.84,6.421,5.352,0.08,817.0,-0.48,0.0,-0.1,62.0,98.0,273.24,32.435
28.18,64.69,6.489,5.663,0.131,1087.0,0.0,0.0,-0.1,40.2,98.0,33.487,32.267
28.26,64.81,7.52,5.322,0.122,1327.0,0.19,0.0,-0.1,66.0,81.0,29.547,32.265
28.15,64.82,6.978,5.568,0.12,1441.0,0.17,0.0,0.0,32.2,81.0,37.788,32.366
28.16,64.95,8.332,5.622,0.058,1318.0,-0.03,0.0,-0.2,66.2,98.0,37.895,32.362
28.31,64.56,7.03,5.233,0.021,996.0,-0.4,0.0,0.4,39.0,81.0,21.038,32.421
28.27,64.57,7.05,5.3,0.03,765.0,0.16,0.0,0.1,65.4,81.0,21.038,32.313
28.32,64.9,6.819,5.51,0.066,1267.0,-0.48,0.0,-0.3,10.0,-81.36,24.053,32.576
28.24,64.89,7.695,5.241,0.033,1684.0,-0.48,0.0,-0.1,10.0,81.0,31.919,32.374
28.2,64.65,8.228,5.347,-0.027,656.0,0.0,0.0,0.1,30.4,98.0,29.182,32.381
28.32,64.68,7.502,5.511,0.022,718.0,-0.44,0.0,-0.1,18.0,-81.36,273.93,32.414
28.25,64.75,7.886,5.373,0.059,2218.0,0.17,0.0,-0.3,58.6,81.0,26.599,32.493
28.24,64.77,6.919,5.522,0.043,839.0,-0.4,0.0,0.1,26.0,-81.36,31.021,32.33
28.28,64.85,7.362,5.402,0.077,341.0,-0.4,0.0,0.1,32.4,81.0,273.24,32.269
28.26,65.05,6.369,5.332,0.015,1523.0,0.19,0.0,0.1,51.8,98.0,29.48,32.447
28.26,64.89,7.718,5.602,-0.014,2813.0,-0.48,0.0,-0.2,59.2,98.0,37.963,32.443
28.22,64.85,7.796,5.198,0.127,2228.0,-0.43,0.0,0.4,51.0,81.0,32.054,32.254
28.17,64.68,6.593,5.637,-0.022,614.0,-0.42,0.0,-0.1,56.4,81.0,33.487,32.282
28.23,64.97,7.318,5.193,0.049,1863.0,0.45,0.0,-0.2,62.8,81.0,29.815,32.29
28.29,64.72,8.023,5.538,0.043,512.0,-0.43,0.0,0.0,64.8,81.0,38.927,32.398
28.12,64.96,8.022,5.214,0.119,954.0,-0.4,0.0,-0.1,56.6,81.0,27.403,32.127
28.24,64.71,8.455,5.297,0.099,824.0,0.0,0.0,0.3,49.0,98.0,29.182,32.311
28.27,64.78,8.308,5.533,0.077,2211.0,-0.19,0.0,0.1,66.6,98.0,25.557,32.461
28.16,64.98,7.961,5.468,0.051,612.0,-0.4,0.0,0.1,59.2,81.0,26.465,32.231
28.25,65.14,6.496,5.242,0.067,1090.0,0.2,0.0,0.4,30.8,98.0,29.547,32.335
28.19,65.04,8.018,5.234,0.014,1286.0,-0.04,0.0,0.1,27.0,81.0,29.748,32.215
28.29,64.87,8.445,5.527,0.066,2306.0,0.0,0.0,0.1,17.8,98.0,25.354,32.379
28.19,64.63,6.156,5.292,0.008,1326.0,-0.44,0.0,0.0,25.4,81.0,37.989,32.378
28.25,64.56,6.669,5.613,0.115,991.0,-0.48,0.0,0.0,58.2,-81.36,20.971,32.399
28.23,65.2,7.772,5.538,0.063,725.0,0.16,0.0,-0.2,66.0,81.0,34.639,32.271
28.32,64.74,6.197,5.102,0.073,2742.0,-0.4,0.0,0.1,67.2,81.0,24.522,32.286
28.2,64.81,6.72,5.153,0.125,2244.0,0.0,0.0,0.1,55.8,98.0,24.656,32.335
28.21,64.9,7.713,5.178,0.069,2485.0,-0.4,0.0,-0.1,55.8,98.0,31.715,32.327
28.21,64.62,6.68,5.331,0.045,963.0,-0.35,0.0,-0.1,59.8,81.0,29.815,32.287
28.16,64.95,7.4,5.295,0.025,1209.0,-0.4,0.0,-0.1,15.2,98.0,29.547,32.317
28.29,64.45,6.262,4.934,-0.023,2373.0,-0.04,0.0,-0.1,68.2,81.0,24.991,32.505
28.29,64.57,6.694,5.858,0.092,1011.0,-0.48,0.0,0.0,41.2,81.0,20.971,32.464
28.21,64.84,7.376,5.477,0.061,1308.0,0.15,0.0,0.0,69.0,81.0,24.187,32.231
28.32,64.6,7.105,5.399,0.037,1131.0,-0.35,0.0,0.0,10.0,81.0,276.0,32.193
28.26,64.55,7.174,5.266,0.041,1594.0,-0.35,0.0,0.0,12.2,98.0,20.904,32.373
28.32,64.87,6.655,5.602,0.023,732.0,-0.19,0.0,-0.1,68.8,81.0,25.693,32.438
28.32,64.83,6.595,5.404,0.077,233.0,-0.4,0.0,-0.2,63.4,98.0,272.55,32.428
28.23,64.9,6.052,5.07,0.027,1245.0,-0.04,0.0,-0.2,60.6,-81.36,26.264,32.272
28.27,65.05,7.155,5.538,0.048,1195.0,-0.4,0.0,0.0,54.6,98.0,25.218,32.418
28.25,64.54,6.194,5.189,-0.021,1928.0,-0.19,0.0,0.5,68.6,-81.36,24.857,32.443
28.24,64.57,7.126,5.298,0.084,1404.0,0.15,0.0,-0.1,66.6,-81.36,20.971,32.409
28.25,64.78,8.026,5.521,0.05,1285.0,-0.4,0.0,0.1,44.6,81.0,26.532,32.392
28.21,65.11,6.224,5.308,0.022,1307.0,-0.44,0.0,-0.2,34.0,98.0,29.547,32.285
28.24,65.04,6.379,5.247,0.026,1314.0,-0.3249999999999999,0.0,-0.3,51.6,98.0,29.614,32.348
28.19,64.82,6.041,5.495,0.01,1034.0,-0.19,0.0,-0.1,10.0,81.0,38.056,32.345
28.31,64.91,6.601,5.795,-0.02,1082.0,-0.44,0.0,-0.3,49.0,98.0,23.187,32.561
28.18,65.08,6.442,5.296,0.101,367.0,-0.11,0.0,0.1,68.4,81.0,23.919,32.281
28.23,64.67,6.191,5.795,0.089,882.0,0.45,0.0,0.2,46.8,81.0,33.555,32.42
28.22,64.66,6.046,5.674,0.113,938.0,0.13,0.0,0.0,27.6,-81.36,33.623,32.541
28.35,64.72,7.204,5.601,0.138,613.0,0.0,0.0,-0.2,24.4,81.0,275.31,32.39
28.24,64.94,7.258,5.334,0.091,902.0,-0.19,0.0,-0.1,27.8,81.0,20.502,32.398
28.3,64.67,7.547,5.368,0.075,1828.0,-0.19,0.0,0.2,10.0,81.0,30.217,32.29
28.16,65.06,6.789,5.312,-0.03,928.0,0.15,0.0,-0.2,45.0,81.0,29.346,32.276
28.25,64.68,7.496,5.391,0.015,1840.0,0.15,0.0,-0.3,50.2,81.0,30.15,32.265
28.18,64.8,7.887,5.483,0.021,641.0,-0.35,0.0,0.0,24.6,81.0,26.532,32.392
28.14,64.98,6.394,5.173,0.113,1357.0,-0.39,0.0,0.0,23.0,98.0,23.986,32.253
28.18,64.53,6.672,5.443,0.016,1215.0,-0.4,0.0,0.4,28.4,81.0,39.664,32.342
28.2,64.92,8.337,5.555,0.001,1716.0,-0.43,0.0,0.1,25.2,81.0,37.895,32.326
28.27,64.72,7.037,5.382,0.068,2256.0,0.2,0.0,-0.1,66.6,81.0,30.217,32.432
28.25,65.19,6.548,5.23,0.056,1451.0,-0.11,0.0,-0.1,19.6,98.0,29.48,32.479
28.28,64.59,6.454,5.441,0.048,627.0,0.17,0.0,0.1,10.6,81.0,39.53,32.529
28.26,64.62,7.236,5.561,0.037,1219.0,0.41,0.0,-0.1,47.2,81.0,276.0,32.31
28.17,64.73,6.56,5.361,0.078,2574.0,0.49,0.0,-0.1,41.0,81.0,24.465,32.372
28.2,65.07,6.977,5.484,0.091,1405.0,0.45,0.0,0.4,31.0,81.0,37.721,32.317
28.22,64.96,7.929,5.279,0.069,1767.0,-0.36,0.0,0.2,79.2,81.0,29.882,32.246
28.25,65.18,8.382,5.227,0.092,1936.0,-0.43,0.0,-0.3,32.6,98.0,29.547,32.464
28.22,64.89,5.929,5.471,0.065,356.0,-0.35,0.0,-0.1,48.0,81.0,26.264,32.318
28.33,64.67,7.003,5.642,0.06,1249.0,-0.44,0.0,-0.1,46.4,98.0,276.0,32.461
28.22,64.82,7.582,5.469,0.078,2377.0,0.0,0.0,0.0,40.8,98.0,26.331,32.496
28.22,64.6,7.028,5.254,0.089,1208.0,-0.35,0.0,-0.2,60.8,81.0,21.038,32.251
28.23,64.84,7.173,5.466,0.016,1528.0,-0.4,0.0,0.0,61.4,-81.36,37.922,32.495
28.3,64.91,7.995,5.356,0.062,414.0,0.19,0.0,0.1,65.0,98.0,38.793,32.539
28.24,65.02,7.821,5.196,0.157,2015.0,-0.4,0.0,-0.2,36.8,-81.36,29.748,32.483
28.24,64.58,6.888,5.923,0.108,1128.0,-0.48,0.0,-0.2,59.6,-81.36,20.971,32.386
28.31,64.7,7.378,5.338,-0.021,1130.0,-0.35,0.0,-0.1,34.0,98.0,29.046,32.529
28.24,64.72,5.643,5.42,0.141,1017.0,-0.3,0.0,0.3,60.0,81.0,28.542,32.381
28.28,64.57,7.057,5.645,0.03,1065.0,-0.44,0.0,-0.1,68.0,-81.36,276.69,32.386
28.2,64.81,8.685,5.853,0.029,833.0,-0.48,0.0,0.1,10.0,98.0,23.256,32.339
28.17,64.88,7.643,5.217,0.054,2467.0,0.19,0.0,-0.3,22.6,81.0,31.987,32.23
28.23,64.93,7.14,5.202,0.013,1153.0,-0.3,0.0,0.1,59.0,-81.36,29.815,32.475
28.27,64.92,6.228,5.565,0.021,1426.0,0.16,0.0,-0.1,31.0,81.0,25.693,32.4
28.33,64.79,6.366,5.65,0.06,1056.0,0.41,0.0,0.1,36.6,-81.36,33.351,32.375
28.32,64.94,8.479,5.764,0.097,2705.0,0.41,0.0,0.4,36.2,98.0,37.963,32.488
28.27,64.83,7.273,5.121,0.077,374.0,0.2,0.0,-0.1,42.0,81.0,273.24,32.399
28.33,64.91,6.619,5.618,0.032,950.0,-0.19,0.0,0.1,54.0,81.0,25.625,32.404
28.25,64.85,6.43,5.331,0.055,469.0,-0.4,0.0,-0.2,60.8,98.0,272.55,32.366
28.17,64.81,6.963,5.565,0.073,1131.0,-0.4,0.0,0.0,18.8,98.0,37.788,32.38
28.29,64.67,6.24,5.341,-0.058,281.0,-0.07,0.0,-0.2,61.2,-22.36,39.463,32.486
28.25,64.79,6.839,5.219,0.044,2502.0,0.45,0.0,0.4,58.8,81.0,31.783,32.231
28.29,64.95,7.761,5.207,0.059,2066.0,0.0,0.0,-0.2,28.0,81.0,29.882,32.449
28.2,64.95,5.867,5.717,0.016,1481.0,-0.44,0.0,0.5,42.8,81.0,23.324,32.237
28.31,64.93,6.14,5.815,0.056,1551.0,0.19,0.0,-0.1,49.2,81.0,23.187,32.405
28.25,64.48,6.649,5.366,-0.048,1522.0,0.16,0.0,-0.2,68.0,81.0,29.145,32.344
28.21,65.05,6.665,5.727,0.035,1495.0,-0.15,0.0,-0.1,62.2,98.0,23.119,32.366
28.18,64.8,6.711,5.256,0.044,2017.0,-0.36,0.0,0.1,10.0,81.0,24.465,32.371
28.29,64.72,7.171,5.335,-0.024,1210.0,-0.19,0.0,0.0,49.2,81.0,29.114,32.292
28.26,64.59,6.756,5.402,0.075,1245.0,-0.35,0.0,-0.2,50.4,81.0,28.877,32.225
28.24,65.05,7.686,5.507,0.013,806.0,-0.39,0.0,0.0,10.0,98.0,30.887,32.514
28.21,64.96,6.507,5.213,0.159,756.0,0.2,0.0,0.0,67.8,-81.36,23.986,32.318
28.22,64.81,7.394,5.218,0.046,1568.0,0.2,0.0,-0.2,10.0,81.0,29.681,32.246
28.23,65.09,5.743,5.279,0.04,722.0,-0.43,0.0,-0.2,47.2,-81.36,27.336,32.282
28.21,64.83,7.334,5.46,0.049,834.0,-0.4,0.0,-0.2,29.0,98.0,24.321,32.376
28.11,64.92,7.911,5.488,0.105,2034.0,0.17,0.0,-0.1,10.0,81.0,26.398,32.189
28.22,64.88,7.382,5.314,0.075,2083.0,0.0,0.0,-0.2,67.6,81.0,30.083,32.38
28.27,64.79,6.955,5.597,-0.012,1241.0,0.2,0.0,0.1,17.8,81.0,37.788,32.388
28.22,64.92,7.35,5.157,0.003,1107.0,-0.15,0.0,0.1,14.4,-81.36,29.748,32.393
28.09,65.06,6.526,5.317,0.126,1260.0,-0.39,0.0,0.3,42.8,98.0,29.748,32.258
28.31,64.65,6.801,5.478,0.093,1493.0,-0.3,0.0,-0.3,23.8,81.0,273.93,32.338
28.19,64.49,6.629,5.12,-0.066,2291.0,-0.48,0.0,0.4,23.0,98.0,24.924,32.395
28.27,64.56,6.915,5.303,0.039,893.0,-0.11,0.0,-0.1,35.4,98.0,21.038,32.507
28.26,64.63,5.284,5.307,0.074,1212.0,-0.43,0.0,0.3,41.8,81.0,29.182,32.357
28.21,64.67,5.931,5.4,0.058,1063.0,-0.11,0.0,-0.1,63.0,81.0,28.877,32.277
28.31,64.93,8.215,5.542,0.046,2807.0,-0.19,0.0,-0.2,24.0,81.0,25.422,32.323
28.21,64.46,6.73,5.092,0.013,2477.0,-0.4,0.0,-0.2,17.4,98.0,25.125,32.396
28.24,65.03,6.441,5.333,0.092,1445.0,-0.48,0.0,-0.2,67.0,81.0,29.681,32.265
28.35,64.72,8.487,5.363,0.091,511.0,-0.48,0.0,-0.1,25.4,81.0,28.977,32.461
28.23,64.91,6.019,5.14,0.156,1870.0,0.41,0.0,-0.1,10.4,98.0,26.13,32.359
28.21,64.78,7.059,5.261,-0.038,3357.0,0.49,0.0,-0.2,44.8,98.0,276.69,32.342
28.21,65.06,5.899,5.499,0.062,615.0,-0.4,0.0,-0.1,67.2,81.0,27.47,32.341
28.28,64.94,6.035,4.948,0.059,1468.0,-0.4,0.0,-0.2,10.0,98.0,26.063,32.33
28.31,64.59,7.168,5.53,0.07,1230.0,-0.35,0.0,-0.2,46.0,81.0,276.69,32.327
28.25,64.88,8.468,5.596,-0.012,1447.0,-0.43,0.0,-0.2,10.0,98.0,37.895,32.459
28.34,64.6,7.118,5.664,0.068,901.0,-0.48,0.0,0.4,39.2,81.0,20.904,32.552
28.24,64.54,7.543,5.579,0.07,1406.0,-0.48,0.0,-0.2,55.0,-81.36,276.69,32.403
28.3,64.82,6.993,5.476,0.053,832.0,-0.11,0.0,-0.1,66.4,81.0,30.887,32.257
28.35,64.89,5.889,5.128,-0.011,611.0,-0.44,0.0,0.4,22.2,98.0,26.264,32.455
28.22,64.55,6.904,5.43,0.059,1175.0,-0.43,0.0,-0.2,62.2,81.0,28.944,32.356
28.23,64.89,7.179,5.506,0.103,722.0,0.13,0.0,0.1,65.6,81.0,30.753,32.37
28.16,65.01,8.235,5.506,0.173,1664.0,-0.3,0.0,-0.2,63.6,98.0,24.33,32.311
28.23,64.86,7.986,5.401,0.011,635.0,-0.39,0.0,0.1,67.6,98.0,38.994,32.417
28.26,65.1,5.13,5.496,0.108,1023.0,-0.3,0.0,-0.1,50.8,81.0,30.887,32.291
28.24,64.72,7.327,5.295,0.127,2127.0,0.2,0.0,0.0,66.2,81.0,30.217,32.387
28.25,64.65,8.302,5.315,0.114,848.0,-0.15,0.0,0.0,68.4,98.0,29.114,32.354
28.28,64.88,6.776,5.628,0.08,1374.0,-0.4,0.0,0.3,36.8,98.0,25.625,32.534
28.17,64.67,7.452,5.378,-0.011,875.0,-0.3,0.0,-0.1,56.4,81.0,29.046,32.25
28.18,64.55,6.207,5.111,0.026,2356.0,-0.4,0.0,0.0,52.2,98.0,24.857,32.347
28.3,64.71,7.433,5.546,-0.05,1418.0,-0.11,0.0,0.0,10.0,81.0,274.62,32.432
28.26,64.95,6.092,5.438,0.019,922.0,0.17,0.0,-0.2,14.6,81.0,30.82,32.334
28.26,64.68,6.439,5.423,0.077,1693.0,-0.42,0.0,-0.2,35.2,81.0,39.463,32.281
28.28,64.55,6.237,5.333,0.046,1295.0,-0.39,0.0,-0.2,48.6,81.0,28.877,32.457
28.15,64.83,7.685,5.193,0.172,2249.0,0.19,0.0,-0.2,25.4,81.0,31.715,32.273
28.08,65.04,6.571,5.538,0.105,1649.0,-0.4,0.0,-0.1,20.6,81.0,37.855,32.263
28.3,64.82,5.971,5.728,0.057,1612.0,-0.4,0.0,-0.1,30.4,-81.36,35.041,32.398
28.25,65.09,7.353,5.481,0.035,1587.0,0.15,0.0,0.1,24.4,-81.36,37.855,32.433
28.28,65.09,6.628,5.355,-0.028,1914.0,0.15,0.0,0.3,60.6,-81.36,23.718,32.501
28.2,64.95,6.912,5.286,0.097,501.0,-0.44,0.0,0.4,31.8,-81.36,29.614,32.277
28.24,65.06,7.466,5.467,0.037,885.0,-0.3,0.0,-0.2,18.2,81.0,30.954,32.414
28.25,65.01,6.68,5.361,0.09,1613.0,-0.35,0.0,-0.2,61.8,81.0,23.919,32.369
28.22,64.76,7.429,5.473,0.082,2774.0,0.15,0.0,-0.2,19.4,81.0,276.0,32.232
28.26,64.71,7.132,5.353,0.099,1973.0,0.2,0.0,0.0,67.8,81.0,30.217,32.382
28.17,64.89,6.879,5.866,0.047,917.0,0.2,0.0,0.2,56.4,98.0,23.392,32.326
28.19,64.95,8.08,5.282,-0.001,752.0,0.45,0.0,0.4,36.4,81.0,27.47,32.338
28.18,65.03,7.704,5.466,0.075,771.0,0.41,0.0,0.4,54.0,81.0,30.954,32.284
28.23,65.04,7.783,5.606,0.062,818.0,-0.44,0.0,-0.1,40.6,98.0,27.47,32.356
28.22,64.68,6.229,5.289,0.1,1131.0,0.41,0.0,-0.1,62.2,98.0,29.182,32.447
28.21,64.69,6.31,5.684,0.088,966.0,-0.36,0.0,0.1,41.8,81.0,33.419,32.397
28.2,64.8,6.963,5.294,0.008,1661.0,-0.3,0.0,-0.2,26.2,98.0,24.397,32.485
28.24,64.54,6.769,5.388,0.081,1427.0,-0.43,0.0,0.0,30.2,81.0,29.078,32.272
28.29,65.07,6.509,5.405,0.077,1219.0,-0.15,0.0,0.1,10.0,98.0,30.954,32.5
28.22,64.86,8.422,5.419,0.112,730.0,-0.3,0.0,-0.1,12.2,-81.36,38.793,32.409
28.26,64.54,7.072,5.158,0.096,1614.0,-0.44,0.0,0.1,34.0,-81.36,24.79,32.417
28.23,64.79,7.469,5.634,0.054,789.0,-0.3,0.0,0.4,47.6,81.0,39.128,32.249
28.23,64.89,7.655,5.245,0.067,2087.0,-0.48,0.0,-0.1,10.0,98.0,31.851,32.442
28.32,64.83,7.795,5.522,0.113,2623.0,-0.43,0.0,-0.1,10.0,98.0,25.557,32.473
28.23,64.78,6.36,5.494,0.121,1957.0,-0.35,0.0,-0.2,41.6,81.0,35.443,32.257
28.23,64.87,6.78,5.913,0.022,728.0,-0.44,0.0,-0.1,56.8,81.0,23.256,32.339
28.37,64.8,6.019,5.406,0.128,494.0,-0.11,0.0,-0.2,28.0,81.0,273.24,32.482
28.26,65.06,6.639,5.518,0.006,1201.0,0.2,0.0,-0.2,22.0,81.0,31.021,32.4
28.26,64.73,5.765,5.598,0.115,1994.0,0.2,0.0,0.1,67.6,81.0,35.309,32.337
28.3,64.84,7.295,5.23,0.051,2285.0,-0.44,0.0,0.1,56.0,-81.36,31.919,32.467
28.27,64.73,7.132,5.033,0.138,2396.0,-0.35,0.0,0.0,16.2,81.0,24.79,32.373
28.22,64.99,6.943,5.66,0.075,858.0,-0.15,0.0,0.4,47.8,-81.36,20.435,32.3
28.11,65.13,6.965,5.566,0.072,1363.0,0.2,0.0,0.0,11.4,81.0,37.52,32.254
28.27,64.87,7.845,5.476,0.077,468.0,0.45,0.0,-0.2,64.2,98.0,38.86,32.464
28.25,64.71,5.592,5.325,0.007,1475.0,-0.43,0.0,-0.1,25.0,81.0,29.114,32.437
28.23,64.95,7.424,5.217,0.064,561.0,0.17,0.0,0.1,24.4,81.0,24.053,32.413
28.32,65.08,7.578,5.45,0.088,441.0,-0.35,0.0,-0.1,15.4,81.0,34.773,32.421
28.3,64.68,6.299,5.408,0.072,913.0,0.16,0.0,-0.1,52.0,81.0,39.396,32.368
28.29,64.99,7.736,5.635,0.075,2212.0,-0.4,0.0,-0.2,67.4,81.0,37.691,32.424
28.24,65.14,7.915,5.597,-0.001,872.0,-0.11,0.0,0.0,60.2,81.0,34.84,32.322
28.27,64.8,6.794,5.417,-0.058,1374.0,-0.35,0.0,-0.1,60.2,-81.36,30.887,32.285
28.2,64.81,6.889,5.287,0.011,4251.0,0.19,0.0,-0.1,48.6,81.0,273.93,32.243
28.28,64.96,7.321,5.147,0.098,1269.0,-0.4,0.0,-0.1,67.0,81.0,29.748,32.342
28.21,65.0,8.062,5.096,0.114,524.0,-0.15,0.0,0.4,68.4,-81.36,27.47,32.407
28.33,64.91,6.182,5.516,0.007,522.0,-0.4,0.0,0.3,29.0,98.0,30.954,32.525
28.16,64.89,7.491,5.759,0.125,2777.0,-0.44,0.0,-0.3,41.2,81.0,24.397,32.426
28.19,65.12,6.451,5.337,0.044,1132.0,-0.44,0.0,-0.2,32.2,98.0,29.681,32.268
28.28,64.87,7.823,5.52,0.042,2898.0,-0.11,0.0,0.0,65.8,81.0,25.422,32.369
28.2,64.8,7.364,5.353,0.017,3453.0,0.49,0.0,0.4,68.4,98.0,273.93,32.319
